prompt,prompt_len,target
"Trump Wants U.S. ‘Opened Up’ by Easter, Despite Health Officials’ Warnings.",20,True
Trump Imposes New Sanctions on Venezuela.,9,True
"Mayors, Sidestepping Trump, Vow to Fill Void on Climate Change.",18,True
"Hong Kong Protesters Lose a Last Bastion, but Vow to Go On.",17,False
"With Elections Awash in Cash, There’s Plenty of Blame to Go Around.",18,False
Trump Is Said to Have Known of Payment to Stormy Daniels Months Before He Denied It.,19,True
Trump Says He Is Open to a Path to Citizenship for ‘Dreamers’.,16,True
"Justices Get Out More, but Calendars Aren’t Open to Just Anyone.",18,False
Threats and Vandalism Leave American Jews on Edge in Trump Era.,14,True
Suburban Women Find Little to Like in Donald Trump’s Debate Performance.,16,True
Democrats Begin Legal Assault on Trump’s Move to End ‘Dreamer’ Program.,18,True
Trump Makes Clear He’s Ready for a Fight He Has Long Anticipated.,17,True
"Ian Finkel, ‘World’s Greatest Xylophonist,’ Dies at 72.",21,False
Trump Campaign Got Early Word Russia Had Democrats’ Emails.,12,True
Big-Money Donors Demand Larger Say in Campaign Strategy.,12,False
Taliban Exploit Tensions Seething in Afghan Society.,12,False
"Fear in the Air, Americans Look Over Their Shoulders.",12,False
Alabama G.O.P. Says It Stands Behind Roy Moore.,15,False
"Russia ‘Accountable’ for Downed Airliner, Australia and Netherlands Say.",17,False
Potential G.O.P. Convention Fight Puts Older Hands in Sudden Demand.,17,False
"To Many in Crimea, Corruption Seems No Less at Home Under Russian Rule.",16,False
Obama Says Republicans Should Withdraw Support for Trump.,10,True
The Story of an Afghan Baby Named Donald Trump.,11,True
"Trump, Angry Over Mattis’s Rebuke, Removes Him 2 Months Early.",20,True
Trump Advisers Wage Tug of War Before Decision on Climate Deal.,14,True
"First a Building Spree, Now the Ax Is Falling.",12,False
Detroit’s Emergency Manager Offers Dire Report on City.,12,False
Trump Calls for Depriving Immigrants Who Illegally Cross Border of Due Process Rights.,19,True
"Pope Francis, Visiting Auschwitz, Asks God for the ‘Grace to Cry’.",17,False
‘A Bomb on the Doorstep’: Venezuela Fishermen Fight an Oil Giant.,17,False
Floods in Pakistan Carry the Seeds of Upheaval.,13,False
Turkey’s Democratic Opposition Tests Cracks in Erdogan’s Iron Grip on Voters.,17,False
Trump’s Tariffs on Canadian Newsprint Hasten Local Newspapers’ Demise.,18,True
U.S. Weighs Bolder Effort to Intervene in Syria’s Conflict.,19,False
Shadowy Rebel Wields Iron Fist in Ukraine Fight.,13,False
Trump Officials Plan to Rescind Obama-Era School Discipline Policies.,15,True
Kushner Family Stands to Gain From Visa Rules in Trump’s First Major Law.,18,True
How a Trump Decision Revealed a G.O.P. Memo’s Shaky Foundation.,20,True
Delays Persist in Shuttering D.C. Homeless Shelter That Few Consider Livable.,20,False
White House Acts to Stem Fallout From Trump’s First Charlottesville Remarks.,15,True
Trump’s Tactic: Sowing Distrust in Whatever Gets in His Way.,18,True
"With Officials’ Backing, Dubious Virus Remedies Surge in Latin America.",15,False
"Divided on Impeaching Trump, Democrats Wrestle With Duty and Politics.",16,True
"The Money May Be Lacking, but a Library Refuses to Go Quietly.",18,False
Inside Facebook’s Secret Rulebook for Global Political Speech.,13,False
Trump’s Inspector General Pick Vows Independence From the White House.,15,True
Trump’s Disinfectant Remark Raises a Question About the ‘Very Stable Genius’.,17,True
"Olson and Boies, Legal Duo, Seek Role in 2 Cases on Gay Marriage.",20,False
Inside Ukraine’s Push to Cultivate Trump From the Start.,14,True
"Robert O’Brien, Trump’s National Security Adviser, Has the Virus.",17,True
Reports of Forced Abortions Fuel Push to End Chinese Law.,13,False
U.S. Military Seeks to Expand Raids in Pakistan.,15,False
U.S. and Iran Unlikely Allies in Iraq Battle.,14,False
Trump Presses for New Justice ‘Without Delay’ as Election-Season Battle Looms.,18,True
"In California, Marijuana Is Smelling More Like Big Business.",13,False
Trump Ends Trip Where He Started: At Odds With Allies and Grilled on Russia.,17,True
"150 Years After Sale of Alaska, Some Russians Have Second Thoughts.",16,False
Anatomy of an Election ‘Meltdown’ in Georgia.,12,False
"Long After Protests, Students Shun the University of Missouri.",13,False
Loan Monitor Is Accused of Ruthless Tactics on Student Debt.,14,False
Why Answering Mueller’s Questions Could Be a Minefield for Trump.,15,True
‘At Capacity’: Covid-19 Patients Push U.S. Hospitals to Brink.,19,False
Hillary Clinton Goes Beyond President Obama in Plan to Defeat ISIS.,13,False
Trump Tries to Regroup as the West Wing Battles Itself.,13,True
"Leak Investigations Triple Under Trump, Sessions Says.",10,True
"With Aid Doctors Gone, Ebola Fight Grows Harder.",11,False
"Trump Falsely Claims, ‘I Never Said Russia Did Not Meddle’.",16,True
A Conspiracy Theory’s Journey From Talk Radio to Trump’s Twitter.,16,True
Trump Policy Favors Wealthier Immigrants for Green Cards.,12,True
Trump Lawyer Obtained Restraining Order to Silence Stormy Daniels.,13,True
‘Trump Unplugged’: A President as His Own National Security Adviser.,15,True
Suspected Boko Haram Attacks Kill Scores in Nigeria.,11,False
"Leaders Abroad, Joyful or Wary, Face Uncertainty of Trump Era.",16,True
Trump’s Order on Social Media Could Harm One Person in Particular: Donald Trump.,18,True
Trump’s Supporters See U.S. Victory in China Trade Deal.,16,True
"The Party of Bush Yields, Warily, to a New Face: Donald Trump.",18,True
Trump Fans the Flames of a Racial Fire.,10,True
Read Jim Mattis’s Letter to Trump: Full Text.,14,True
"For Trump, a New Crisis and a Familiar Response: It’s China’s Fault, and Europe’s.",25,True
Test for Donald Trump: Turning Crowds Into Real Voters.,13,True
"Trump and Mexico’s New Leader, Both Headstrong, Begin With a ‘Good Conversation’.",20,True
U.S. Petitions for Extradition in N.S.A. Case.,19,False
Bolton Says Trump Impeachment Inquiry Missed Other Troubling Episodes.,15,True
"In the Largest Protests in Decades, Czechs Demand Resignation of Prime Minister.",19,False
New District Maps Toughen Democrats’ Race for House.,12,False
Karzai Orders Prosecutor and Tribunal in Scandal Over Kabul Bank’s Losses.,16,False
Trump’s Evolution From Relief to Fury Over the Russia Indictment.,16,True
"As Americans Look North to Flee Donald Trump, Canada Peers Back in Worry.",17,True
Trump Says Putin ‘Means It’ About Not Meddling.,13,True
Russian Jet Crashes Off Syria While Trying to Land on Carrier Kuznetsov.,16,False
"North Korea Missile Tests, ‘Very Standard’ to Trump, Show Signs of Advancing Arsenal.",20,True
Bergamo’s Pandemic Survivors Carry Scars Unseen and Incalculable.,16,False
"Trump Drops False ‘Birther’ Theory, but Floats a New One: Clinton Started It.",21,True
Trump Sidesteps Question on Mueller Interview.,9,True
Growing Corruption Inquiry Hits Close to Turkish Leader.,10,False
El Paso Shooting Suspect’s Manifesto Echoes Trump’s Language.,15,True
"China’s Straddling Bus, on a Test Run, Floats Above the Streets.",19,False
"As Calls Mount for Ralph Northam to Resign, Some Virginians Mull a Second Chance.",19,False
"As Trump Barricades the Border, Legal Immigration Is Starting to Plunge.",17,True
"Trump, Defending His Mental Fitness, Says He’s a ‘Very Stable Genius’.",19,True
Officials Fight Donald Trump’s Claims of a Rigged Vote.,14,True
"In North Korea, Missile Bases Suggest a Great Deception.",12,False
U.S. Steel Companies Face Downturn Despite Trump Claims of Revival.,17,True
Canada to Pay Millions in Indigenous Lawsuit Over Forced Adoptions.,14,False
Israeli Military Officials Challenge Account of Palestinian Woman’s Death.,13,False
"Under Xi, China’s Wave of ‘Weird Architecture’ May Have Peaked.",18,False
Wyoming Republicans Snub Trump-Endorsed Candidate for Governor.,13,True
Jobless Benefits Run Out as Trump Resists Signing Relief Bill.,14,True
Trump Pushes a Conspiracy Theory That Falsely Accuses a TV Host of Murder.,18,True
"Europe, Again Humiliated by Trump, Struggles to Defend Its Interests.",17,True
"Over 3 A.M. Dissent, Supreme Court Says Alabama Execution May Proceed.",18,False
Biden Leaves Convention With a Clear Mission: Stop Trump.,12,True
"For Native American Women, Scourge of Rape, Rare Justice.",14,False
Administration Plays to Young in Health Push.,9,False
A Cloud Over Trump’s Presidency Is Lifted.,12,True
U.S. Envoy Apologizes for Ship’s Grounding on Philippine Coral Reef.,20,False
"Donald Trump Means Business in Iowa: Night in Motel, and a Day in Church.",18,True
Republican Senators Are Cool to Trump’s Choice for Top Intelligence Post.,15,True
"Trading Privilege for Privation, Family Hits a Nerve in South Africa.",15,False
Trump Administration to Lift Ban on ‘Trophy’ Elephant Imports.,14,True
Republicans in Congress Bypass Trump to Shore Up Health Law.,12,True
"Paul Ryan Calls Donald Trump’s Attack on Judge ‘Racist,’ but Still Backs Him.",21,True
"In Egypt, Religious Clashes Are Off the Record.",12,False
He Could Have Seen What Was Coming: Behind Trump’s Failure on the Virus.,18,True
"Hoping to Have Trump Cleared, Legal Team Eases Resistance to Inquiry.",16,True
"Boys Drawn to Gaza Beach, and Into Center of Mideast Strife.",17,False
Philippines Releases Ship Linked to North Korea.,9,False
"He Sees You When You’re Sleeping, and Gives You Nightmares.",16,False
Trump Widens War on Black Critics While Embracing ‘Inner City Pastors’.,17,True
"Donald Trump Soured on a Deal, and Hong Kong Partners Became Litigants.",18,True
Europe Turns Ear Toward Voice of the People.,10,False
"As His Fortunes Fell in Ukraine, a President Clung to Illusions.",17,False
"Oil Wealth Ebbing, Russia Needs to Lure Foreign Capital.",13,False
Trump’s Vision for Vocational Education Gets a Tepid Reception.,14,True
Joe Biden Laces Into Trump for Fanning ‘Flames of Hate’.,15,True
Trump’s Volatility in Asia Distresses a Longtime U.S. Ally: Australia.,20,True
"Donald Trump Settled a Real Estate Lawsuit, and a Criminal Case Was Closed.",18,True
"Trump Signs Spending Bill, Reversing Veto Threat and Avoiding Government Shutdown.",16,True
Both Afghan Candidates Claim the Lead Even Before Votes Are Tallied.,14,False
"Erdogan Tells a Weeping Girl, 6, She’d Receive Honors if Martyred.",21,False
Cain Accuser Got a Year’s Salary in Severance Pay.,15,False
"Confined on His Last Trip to Saudi Arabia, Lebanon’s Leader Returns on Better Terms.",20,False
"Bolton Is Willing to Testify in Trump Impeachment Trial, Raising Pressure for Witnesses.",20,True
Inside the Trump Administration’s Fight to Add a Citizenship Question to the Census.,17,True
Study Finds Sharp Rise in Attacks by Taliban.,10,False
"Quiet Fixer in Donald Trump’s Campaign: His Son-in-Law, Jared Kushner.",22,True
"Elated, Furious, Wary: Impeachment Divides Voters, Like Everything Trump.",20,True
Trump’s Efforts to Remove the Disloyal Heightens Unease Across His Administration.,18,True
"While Stained in History, Trump Will Emerge From Trial Triumphant and Unshackled.",20,True
Republicans Rebuke Trump for Siding With Putin as Democrats Demand Action.,15,True
Trump Threatens Shutdown in Combative Appearance With Democrats.,12,True
"In Trump’s Ukraine Phone Call, Alarmed Aides Saw Trouble.",16,True
"Missouri’s Governor, a Rising G.O.P. Star, Resigns Amid Scandal.",21,False
China Detains a Billionaire for Activism.,11,False
