prompt,prompt_len,target
Vietnam Fails to Rally Partners in China Dispute.,10,True
Ruling Threatens Hong Kong’s Independence From China.,13,True
China’s Fog Weighs Heavily on Shoulders of Its Premier Architect.,16,True
"China Reverses Ban on Rhino and Tiger Parts in Medicine, Worrying Activists.",18,True
"Italy, Already Rattled, Is Struck by Another Powerful Quake.",15,False
China Party Endorses Expulsion in Scandal.,10,True
Xi Jinping’s Remedy for China’s Economic Gloom Has Echoes of Reaganomics.,19,True
"For Cheney, Realities of a Race Outweighed Family Edge.",14,False
China Pushes for Quiet Burials as Coronavirus Death Toll Is Questioned.,16,True
China Turns Drug Rehab Into a Punishing Ordeal.,12,True
Trump’s Off-the-Cuff Tweets Strain Foreign Ties.,15,False
U.S. Alarmed by Harsh Tone of China’s Military.,16,True
"Missing Man Back in China, Confessing to Fatal Crime.",13,True
A School Fights for Life in Battered Haiti.,11,False
Let Them Eat on Fancy Plates: Emmanuel Macron’s New China.,15,True
French Leader Brushes Aside Questions Over Affair.,9,False
China: Rare Public Protest Against an Official.,10,True
"Li Zhensheng, Photographer of China’s Cultural Revolution, Dies at 79.",20,True
"Heaviest Snow in Decades Batters U.K., Ireland and the Continent.",19,False
Trump Says He Would Have Rushed in Unarmed to Stop School Shooting.,16,False
Rift Grows as U.S. and China Seek Differing Goals.,16,True
F.A.A. Raised Questions About Andreas Lubitz’s Depression Before Germanwings Crash.,21,False
"China May Be Beating the Coronavirus, at a Painful Cost.",15,True
"Taking Feminist Battle to China’s Streets, and Landing in Jail.",15,True
Canada’s Ambassador to China Pushed Out Over Controversy.,13,True
"Before Britain’s Royal Wedding, Rumors Fly but Lips Are Sealed.",15,False
Deadly Blast Rocks a Hezbollah Stronghold in Lebanon.,11,False
"In California, Economic Gap of East vs. West.",12,False
"A Gathering Political Storm Hits Georgia, With Trump on the Way.",14,False
"Ling Jihua, Ex-Presidential Aide in China, Gets Life Sentence for Corruption.",19,True
"For as Little as $3 a Vote, Egyptians Trudge to Election Stations.",17,False
China Takes a Chain Saw to a Center of Tibetan Buddhism.,13,True
"Taking Feminist Battle to China’s Streets, and Landing in Jail.",15,True
Kim Jong-un’s China Visit Strengthens His Hand in Nuclear Talks.,17,True
Texas Governor’s Trips to Lure Jobs Stir Skepticism Over Motive.,16,False
Ex-SEAL Member Who Wrote Book on Bin Laden Raid Forfeits $6.8 Million.,21,False
"After a Big Trump Win, ‘It’s Really Hard to Argue Florida Is a True Swing State’.",23,False
Qaddafi Strongholds Are Attacked.,10,False
Some See Anti-Women Backlash in Ouster of Brazil’s President.,17,False
"After Mass Knife Attack in Japan, Disabled Victims Are Still in the Shadows.",16,False
Israel Arrests Young Jews Suspected of Terrorism Against Palestinians.,13,False
Dispute Over Islands Reflects Japanese Fear of China’s Rise.,15,True
What to Know About the Alabama Chemical Castration Law.,12,False
Defense Rests Case in Oscar Pistorius Murder Trial.,12,False
The Test a Deadly Coronavirus Outbreak Poses to China’s Leadership.,15,True
China’s Leaders Confront an Unlikely Foe: Ardent Young Communists.,17,True
U.S. Sends Two B-52 Bombers Into Air Zone Claimed by China.,21,True
"China Locks Down Xinjiang to Fight Covid-19, Angering Residents.",16,True
General Who Led Takeover of Egypt to Run for President.,13,False
"After Quake, Donors Shun Aid Groups Run by China.",12,True
China’s Leadership Change Puts Pair Ahead of Their Peers for 2017.,19,True
"In China, a $30,000 Penalty for Maligning a Building’s Feng Shui.",24,True
Bolder Protests Against Pollution Win Project’s Defeat in China.,15,True
"Israel, in Rare Admission, Confirms Strike on Iranian Targets in Syria.",16,False
Alarm as China Issues Rules for Disputed Area.,11,True
Witness in Manning Case Says Leaks Could Help Al Qaeda.,12,False
Crisis in France Is Seen as Sign of Chronic Ills.,13,False
"Christine McGuire, Eldest of the Singing Sisters, Is Dead at 92.",18,False
Woman Accuses Cain of Groping; He Denies Charge.,15,False
End of China’s One-Child Policy Stings Its ‘Loneliest Generation’.,18,True
U.S. Plan Envisions Path to Ending Afghan Combat.,14,False
"King Gives Up Royal Yacht, but Donors Want It Back.",13,False
China Announces Inquiry Into Company Trading With North Korea.,11,True
President Seeks Path Forward Beyond Troubles.,9,False
"Kathleen Blanco, Louisiana Governor During Hurricane Katrina, Dies at 76.",16,False
Trump Cultivates a Kindred Spirit From a Continent He Often Antagonizes.,18,False
"Trump Hits China With Tariffs on $200 Billion in Goods, Escalating Trade War.",21,True
Putin Says Democrats Are to Blame for ‘Manipulations’ of Their Party.,16,False
Britain Votes to Leave E.U.; Cameron Plans to Step Down.,15,False
China and Russia Reach 30-Year Gas Deal.,13,True
U.S. Adds Planes to Bolster Drive to Wipe Out ISIS.,16,False
Iraqi Government and Kurds Reach Deal to Share Oil Revenues.,13,False
"Path to Greece Closed, Economy of Smugglers and Others Suffers in Turkey.",18,False
"Long Retired, Ex-Leader of China Asserts Sway Over Top Posts.",16,True
Ferguson One of 2 Missouri Suburbs Sued Over Gantlet of Traffic Fines and Jail .,20,False
U.N. Inquiry Criticizes Qatar’s Justice System.,15,False
5 Israelis Killed in Bulgaria; Netanyahu Blames Iranians.,13,False
Skyscrapers’ Rise in China Marks the Fall of Immigrant Enclaves.,16,True
"Taliban Slaughter Elite Afghan Troops, and a ‘Safe’ District Is Falling.",17,False
Kerry in China to Seek Help in Korea Crisis.,11,True
German Candidates Compete in Battle of Magazine Covers.,11,False
Plan for China’s Water Crisis Spurs Concern.,11,True
Trump’s Use of National Security to Impose Tariffs Faces Court Test.,17,False
Mass Layoffs in China’s Coal Country Threaten Unrest.,15,True
U.S. Opposing China’s Answer to World Bank.,15,True
Public Ouster in North Korea Unsettles China.,12,True
The Right-Wing Supreme Court That Wasn’t.,12,False
Call for Tougher Measures Against Ivory Coast Leader.,11,False
"As China’s Woes Mount, Xi Jinping Faces Rare Rebuke at Home.",19,True
"Opposing the Health Law, Florida Refuses Millions.",12,False
"In a World of Complications, Obama Faces a Re-election Test.",15,False
U.N. Reports Decrease in New H.I.V. Infections.,17,False
"As the Coronavirus Comes to School, a Tough Choice: When to Close.",16,False
"U.S. Troops Patrol Haiti, Filling a Void.",13,False
China Poised to Take Lead on Climate After Trump’s Move to Undo Policies.,18,True
Human Rights Advocates Vanish as China Intensifies Crackdown.,13,True
"Trump Expected to List China Tariffs, Potentially Reigniting Trade War.",16,True
"Amid Tide of Red on Electoral Map, West Coast Stays Defiantly Blue.",17,False
A High-Stakes Test for Joe Biden’s Love of Senate Tradition.,17,False
"Joyous Africans Take to the Rails, With China’s Help.",15,True
"Long Lines, Demands for ID and Provisional Ballots Mar Voting for Some.",16,False
"Where Civility Is a Motto, a School Integration Fight Turns Bitter.",15,False
Nanny Who Set Fatal Fire in China Is Sentenced to Death.,14,True
"Driven Away by a War, Now Stalked by Winter’s Cold.",17,False
Syria and Activists Trade Charges on Chemical Weapons.,11,False
"Murder Aside, China Inquiry Puts Couple’s Wealth on Trial.",14,True
"In Rare Move, China Court to Hear H.I.V. Case.",17,True
"Sunnis End Boycott of Iraqi Parliament, but Crisis Remains.",14,False
Japan Asks China to Pay for Damages.,10,True
Netanyahu’s Power Is Extended as Rival Accepts Israel Unity Government.,16,False
"Opening Meeting, China’s President Warns of Risks.",13,True
Tokyo Gas Attack Arrest Reawakens National Trauma.,11,False
"China, in a Shift, Takes On Its Alzheimer’s Problem.",15,True
Campus Press vs. Colleges: Kentucky Suit Highlights Free-Speech Fight.,15,False
"China Detains 18 Workers From Crown Resorts, an Australian Casino Company.",17,True
"Sarkozy Tries Quick Comeback, but France May Not Go Along.",15,False
"Lines Redrawn, Longtime Allies Fight for a Seat.",13,False
"China’s Straddling Bus, on a Test Run, Floats Above the Streets.",19,True
A Police State With an Islamist Twist: Inside Hifter’s Libya.,16,False
"Global Poverty Drops Sharply, With China Making Big Strides, U.N. Report Says.",21,True
Drone Strikes on Al Qaeda Are Said to Take Toll on Leadership in Pakistan.,16,False
Federal Executions to Resume Amid a Pandemic and Protests.,14,False
Shinzo Abe and Okinawa’s Governor to Resume Talks on U.S. Base.,19,False
Soft Recruits Hinder China’s Military Modernization.,14,True
China Takes Aim at Rural Influx.,9,True
Dylann Roof Himself Rejects Best Defense Against Execution.,12,False
Fire Kills 38 at Seniors Home in China.,12,True
China’s ‘Belt and Road’ Plan in Pakistan Takes a Military Turn.,17,True
U.S. Sway in Asia Is Imperiled as China Challenges Alliances.,17,True
"Second Virginia Democrat Says He Wore Blackface, Throwing Party Into Turmoil.",17,False
"As Trump Era Arrives, a Sense of Uncertainty Grips the World.",16,False
China Balks at Criticism of North Korea.,10,True
A Cleanup of ‘Holes in the Wall’ in China’s Capital.,16,True
Toxic Tea and Other Tales From an English Tree War.,12,False
Pope Names Team to Investigate Abuse in Ireland.,10,False
Worries Rise as Pope and China Edge Closer to Deal on Bishops.,15,True
Maoist Rebels Suspected as Indian Train Derails.,13,False
Donald Trump Vows to Rip Up Trade Deals and Confront China.,14,True
Trump Uses Mount Rushmore Speech to Deliver Divisive Culture War Message.,15,False
A Jungle Airstrip Stirs Suspicions About China’s Plans for Cambodia.,19,True
Caustic Crusader at Center of F.D.A. Scandal.,15,False
"Global Poverty Drops Sharply, With China Making Big Strides, U.N. Report Says.",21,True
Top Member of Taliban in Pakistan Is Captured.,11,False
Military Offers Assurances to Egypt and Neighbors.,10,False
"For Gingrich in Power, Pragmatism, Not Purity.",13,False
"In Europe, Travel Returns, but Not Confidence About What Comes Next.",15,False
Ex-Officer Who Shot Walter Scott Pleads Guilty in Charleston.,14,False
Spring Harvest of Debt for Parched Farms in Southern China.,13,True
Taiwan Accuses Kenya of Illegal Deportations as More Are Sent to China.,17,True
Tribunal Rejects Beijing’s Claims in South China Sea.,14,True
Mistrial in Cincinnati Shooting as Officer Is Latest Not to Be Convicted.,17,False
U.S. Planning Troop Buildup in Gulf After Exit From Iraq.,17,False
China Pushes for Quiet Burials as Coronavirus Death Toll Is Questioned.,16,True
"Tax Cuts Buoy Republicans, but They’re Swimming Against an Undertow.",17,False
How Maps Helped Republicans Keep an Edge in the House.,12,False
"Google, Citing Attack, Threatens to Exit China.",13,True
U.S. Aides Believe China Examined Stealth Copter.,15,True
"In Pre-Primary Pivot to Right, Walker Shifts Tone on Abortion .",15,False
‘There’s a Real Tension.’ Democrats Puzzle Over Whether a Woman Will Beat Trump.,19,False
Trump Asserts He Can Force U.S. Companies to Leave China.,16,True
"Countries Blame China, Not Nature, for Water Shortage.",13,True
China’s Response to Reports of Torture: ‘Fake News’.,14,True
Republican Leaders Yield to a Push for More Budget Cuts.,12,False
Trial of Ex-Police Chief in China Scandal Ends in a Sign of Leniency.,18,True
"As Siblings Again Unite to Unleash Terror, Experts Ask What Drives Them.",16,False
Global Research Awards Showcase China’s Gains and Efforts to Retain Scientists.,16,True
China Sentences Four Uighurs to Death Over Unrest.,13,True
"As the Virus Surges, Stark Differences Over What Is Around the Corner.",16,False
One of Atlanta’s Last Stores on Wheels Navigates a World of Change.,17,False
"Taking Feminist Battle to China’s Streets, and Landing in Jail.",15,True
Trump Will Not Meet President Xi Jinping of China Before Trade Deal Deadline.,15,True
China Rejects U.S. Warship’s Visit to Hong Kong as Tensions Rise.,21,True
A Jungle Airstrip Stirs Suspicions About China’s Plans for Cambodia.,19,True
Fiscal Crisis Takes Toll on Health of Greeks.,10,False
Israel Signals New Flexibility on Gaza Shipments.,9,False
50 G.O.P. Officials Warn Donald Trump Would Put Nation’s Security ‘at Risk’.,23,False
High Jinks to Handcuffs for Landrieu Provocateur.,15,False
Russia Quietly Tightens Reins on Web With ‘Bloggers Law’.,16,False
"The Hottest App in China Teaches Citizens About Their Leader — and, Yes, There’s a Test.",24,True
"Yemen, Amid Political Turmoil, Is Embracing a Holiday.",14,False
3 From Greenpeace Ship Free on Bail in Russia.,11,False
Poison Attack Revives Fury in China Over ’95 Case.,14,True
Nepal: More Victims Reported in Helicopter Crash.,10,False
Ex-Envoy Says U.S. Stirs China-Japan Tensions.,18,True
"Trump Could Seek a China Trade Truce at G-20, Despite Tough Talk.",19,True
Egypt Cuts Tax Breaks for Fuel; Few Protest.,11,False
Dissident’s Plea for Protection From China Deepens Crisis.,14,True
"With Edge, U.S. Greets China’s Heir Apparent.",16,True
China Hails North Korean Leader as He Tours Country.,12,True
Aleppo Fighting Flares as Syria Insurgents Attack.,13,False
"Where Water Is an Old Friend, Until It Turns Into a Nemesis.",15,False
A Briton’s Bitter Farewell to China Echoes Loudly.,13,True
"In China, a Rare View of Infighting by Leaders.",13,True
China Police Confine Prominent Artist.,9,True
Hackers From China Resume Attacks on U.S. Targets.,14,True
"Carles Puigdemont Is Arrested in Germany, Drawing E.U. Giant Into Catalan Fight.",21,False
"Violent and Chaotic, Central African Republic Lurches Toward a Crisis.",15,False
Donald Trump Vows to Rip Up Trade Deals and Confront China.,14,True
Home at Last From China: A Foreign Exchange Student’s Travel Ordeal.,17,True
China’s Response to Stock Plunge Rattles Traders.,13,True
Backlash Over Bailout May Sway German Vote.,11,False
Sikh Captain Says Keeping Beard and Turban Lets Him Serve U.S. and Faith.,20,False
Military Parade in China Gives Xi Jinping a Platform to Show Grip on Power.,16,True
"Elizabeth Warren’s Campaign Receives 1 Million Donations, Hitting Milestone.",16,False
Mongolian Warriors and Communist Soldiers: A Frontier Town in China.,14,True
"As Romney Repeats Trade Message, Bain Maintains China Ties.",14,True
"On Way Out, China’s Leader Offers Praise for the Status Quo.",16,True
Election Officials Directly Contradict Trump on Voting System Fraud.,12,False
Coronavirus Diplomacy: How China’s Red Cross Serves the Communist Party.,15,True
China Frees 2 Brothers of U.S. Reporter for Radio Free Asia.,18,True
China Detains Worshipers Over Praying in Public.,11,True
"With Official’s Conviction, China Calls Attention to Its Crackdown on Corruption.",18,True
"For Liberals in Egypt, a Champion Who Quips.",12,False
N.S.A. Leaker Denies Giving Secrets to China.,16,True
"Pakistan School Closings Stir Confusion, and Fears of More Attacks.",14,False
Israel Aims to Recreate Wine That Jesus and King David Drank.,15,False
Shifting Politics in Presidents’ Vacations.,10,False
"Leader’s Visit Lifts a Village, Yet Lays Bare China’s Woes.",20,True
Former Editor of Xinjiang Newspaper in China Is Ousted From Communist Party.,15,True
Germany and Sweden Are Said to Help Make Afghan ‘Kill Decisions’.,14,False
"As Coronavirus Fades in China, Nationalism and Xenophobia Flare.",14,True
Skyscrapers’ Rise in China Marks the Fall of Immigrant Enclaves.,16,True
"Streets, if Not the Air, Clear Out as Delhi Tests Car Restrictions.",16,False
China Debates Effect of Trial’s Rare Transparency.,11,True
Iraqi Shiite Militias Again Pose a Threat as U.S. Forces Leave.,19,False
"‘Hong Kong Thing’ Is ‘Very Tough,’ but Trump Doesn’t Criticize China.",21,True
How Hong Kong’s Leader Made the Biggest Political Retreat by China Under Xi.,17,True
"Taking Harder Stance Toward China, Obama Lines Up Allies.",13,True
Fifth Deadly Attack on a School Haunts China.,11,True
"Offering to Aid Talks, U.S. Challenges China on Disputed Islands.",17,True
Vietnam Fails to Rally Partners in China Dispute.,10,True
Putin Says He Would Welcome a Meeting With Trump.,11,False
‘These People Aren’t Coming From Norway’: Refugees in a Minnesota City Face a Backlash.,21,False
California May Close a Home to Its Past.,10,False
"Justices, 9-0, Bar Patenting Human Genes.",15,False
Church-State Clash in China Coalesces Around a Toppled Spire.,16,True
"A Sheriff’s Bind: Cross the White House, or the Courts.",16,False
Obama to Field Questions Posted by YouTube Users.,10,False
Genocide Trial of Guatemalan Ex-Dictator May Have to Restart.,16,False
Fighting in Ukraine May Complicate U.S. Thaw With Russia.,16,False
Engineer of Florida Bridge Reported Cracks Days Before Collapse.,11,False
"Patrolling Disputed Waters, U.S. and China Jockey for Dominance.",18,True
Trump Increases China Tariffs as Trade Deal Hangs in the Balance.,15,True
China’s Army of Graduates Struggles for Jobs.,12,True
"China Buys Inroads in the Caribbean, Catching U.S. Notice.",17,True
China Turns Drug Rehab Into a Punishing Ordeal.,12,True
"With Vatican Talks and Bulldozers, China Aims to Control Christianity.",15,True
China Takes a Chain Saw to a Center of Tibetan Buddhism.,13,True
Biden’s Call for ‘National Mask Mandate’ Gains Traction in Public Health Circles.,18,False
"Tristram Hunt, Labour Lawmaker, Resigns to Lead V&A Museum.",18,False
"Lem Johns, Who Guarded Johnson in Dallas, Dies at 88.",17,False
Lines Blur as Texas Gives Industries a Bonanza.,11,False
Trump Will Not Meet President Xi Jinping of China Before Trade Deal Deadline.,15,True
New Leaders of Military in China Announced.,9,True
"Even Without Detonation, 4 Hydrogen Bombs From ’66 Scar Spanish Village.",18,False
China Deepens Its Footprint in Iran After Lifting of Sanctions.,13,True
"China Bars Anastasia Lin, Miss World Canada (and Rights Advocate).",14,True
"18 Orgies Later, Chinese Swinger Gets Prison Bed.",14,False
"Piling Sand in a Disputed Sea, China Literally Gains Ground.",15,True
"U.S. Urges Fuel Cutoff for North Korea, Saying It’s ‘Begging for War’.",24,False
Gaza-Israel Escalation Threatens Cease-Fire.,14,False
"With Detention of Sarkozy, France Laments Presidency’s Faded Grandeur.",17,False
Schools Nationwide Still Grapple With Lead in Water.,11,False
Measure on Pre-existing Conditions Energizes Opposition to Health Bill.,14,False
"A Top ISIS Leader Is Killed in an Airstrike, the Pentagon Says.",17,False
Red Lights Dim in China’s Sin City.,11,True
China Says Goodbye in the Key of G: Kenny G.,13,True
Enforcement Takes On a Softer Side in China.,11,True
China’s Response to Reports of Torture: ‘Fake News’.,14,True
N.S.A. Leaker Denies Giving Secrets to China.,16,True
Concussions in a Required Class: Boxing at Military Academies.,13,False
"As China Ages, Birthrate Policy May Prove Difficult to Reverse.",14,True
"On Alaska’s Coldest Days, a Village Draws Close for Warmth.",17,False
"Vietnam, Yielding to Beijing, Backs Off South China Sea Drilling.",16,True
Noted Women’s Rights Activist in Congo Eludes Group of Gunmen.,17,False
China: Tang Dynasty Coffin Returned by U.S. Businessman.,15,True
"Le Pen Loses Luster, Signaling Far Right’s Retreat in France, and Maybe Beyond.",21,False
Image of Cooperation Between White House and Mueller Starts to Fracture.,13,False
"After Centuries of Obscurity, Wilmington Is Having a Moment.",13,False
"China Ends One-Child Policy, Allowing Families Two Children.",13,True
Xi Jinping Assuming New Status as China’s ‘Core’ Leader.,15,True
Mayors See End to Wars as Fix for Struggling Cities.,14,False
"As Mayor, Bernie Sanders Was More Pragmatist Than Socialist.",14,False
China Says 8 Executed in Western Region; Charges Stem From Separatist Attacks .,17,True
Third Witness to Massacre in Philippines Is Murdered.,11,False
Nudge on Arms Further Divides the U.S. and Israel.,16,False
Trump Administration Plans to Sell More Than $2 Billion of Arms to Taiwan.,16,False
Carly Fiorina Emerges as a G.O.P. Weapon Against ‘War on Women’ Charge.,23,False
Plan for China’s Water Crisis Spurs Concern.,11,True
"American Held in North Korea Traveled Solo, Tour Firm Says.",14,False
"As Taiwan’s Workers Flock to China, Concerns About Economy Grow.",15,True
"Flooding in Alberta Forces 75,000 to Evacuate.",18,False
"Where Dentists Are Scarce, American Indians Forge a Path to Better Care.",17,False
"Loss of Power in Georgia Can Bring Trial, or Worse.",13,False
"Taiwan’s President Meets With Ted Cruz in the U.S., and China Objects.",19,True
Farmers in China’s South Riot Over Seizure of Land.,14,True
China: Rare Public Protest Against an Official.,10,True
China: Crackdown on ‘Vulgarity and Indecency’ Is Expected.,18,True
Elizabeth Warren Lost Her Dream Job but Gained a Path to 2020.,19,False
"In Virginia Trial of McDonnell and Wife, an Imposing Judge Sets the Pace.",17,False
"The Untraveled High Road of Humility, and a President Laid Low.",17,False
Anger Grows in Taiwan Against Deal With China.,10,True
"12 Years Later, a Mystery of Chemical Exposure in Iraq Clears Slightly.",16,False
Ex-Envoy Says U.S. Stirs China-Japan Tensions.,18,True
Coronavirus Diplomacy: How China’s Red Cross Serves the Communist Party.,15,True
China Takes Dissident Artist Into Custody.,9,True
Police Replace Pistorius Detective in Setback.,10,False
China’s Appetite Pushes Fisheries to the Brink.,12,True
A Mother Weeps for Her Angel: ‘I Hope She Didn’t Die for Nothing’.,20,False
China Tightens Censorship of Electronic Communications.,10,True
Japan Reaffirms Nuclear Energy Use.,9,False
China Blames Foreign-Trained Separatists for Attacks in Xinjiang.,14,True
Iraq Killings Point Up Persistence of Militants.,11,False
"Egypt, Dealing a Blow to the Muslim Brotherhood, Deems It a Terrorist Group.",19,False
China Is Detaining Muslims in Vast Numbers. The Goal: ‘Transformation.’.,17,True
"Gemze de Lappe, 95, Dies; Keeper of the Agnes de Mille Flame.",21,False
A Call for Bipartisanship With a Familiar Partisan Sting.,15,False
Strikes by Taxi Drivers Spread Across China .,10,True
"In Push for 2020 Election Security, Top Official Was Warned: Don’t Tell Trump.",24,False
China’s Response to Reports of Torture: ‘Fake News’.,14,True
Pakistan and China: Two Friends Hit a Bump.,11,True
Dorothy Malone Dies at 93; Star of TV’s ‘Peyton Place’.,19,False
Mongolian Warriors and Communist Soldiers: A Frontier Town in China.,14,True
A Portrait of the White House and Its Culture of Dishonesty.,15,False
Cameron Takes Over as British Premier After Brown Resigns.,12,False
Iran Halts Oil Exports to Britain and France.,11,False
Fiona Hill Testifies ‘Fictions’ on Ukraine Pushed by Trump Help Russia.,18,False
Indianapolis Honors Its Literary Native Son.,8,False
"Xi Starts New Term in China, With Trusted Deputy to Deal With Trump.",16,True
Chinese-Canadians Fear China’s Rising Clout Is Muzzling Them.,17,True
China: Legislature Toughens Environmental Law.,9,True
It’s Official: Mormon Founder Had Up to 40 Wives.,16,False
Couple’s Lawsuit Is First Test for Same-Sex Marriage in China.,17,True
"In China, Fear of Fake Eggs and ‘Recycled’ Buns.",16,True
"Dick Allen, 78, Dies; Baseball Slugger Withstood Bigotry.",18,False
Attack Kills More Than 30 in Western China Market.,13,True
Trump Increases China Tariffs as Trade Deal Hangs in the Balance.,15,True
"Ethiopian Troops Said to Enter Somalia, Opening New Front Against Militants.",16,False
"Spit On, Yelled At, Attacked: Chinese-Americans Fear for Their Safety.",19,False
"Where Dams Once Stood, Prospectors Spur Anger.",12,False
Trump’s Support for Law to Protect ‘Dreamers’ Lifts Its Chances.,18,False
"Biden’s Milwaukee Trip Is Canceled, and So Is a Normal Presidential Campaign.",18,False
U.S. Alarmed by Harsh Tone of China’s Military.,16,True
Video Seems to Show American Journalist Being Held by Islamists in Syria.,15,False
A Cleanup of ‘Holes in the Wall’ in China’s Capital.,16,True
Trump Falsely Calls China Trade Agreement ‘Biggest Deal There Is’.,14,True
China Deepens Its Footprint in Iran After Lifting of Sanctions.,13,True
U.S. Steel Companies Face Downturn Despite Trump Claims of Revival.,17,False
Authors Accept Censors’ Rules to Sell in China.,12,True
U.S. Sees Positive Signs From China on Security Issues.,14,True
"To Gain Leverage in China Trade Talks, Trump Shows Solidarity With Hong Kong.",16,True
Captain of Ship That Capsized Off Italy in ’12 Is Convicted .,18,False
"Huge Oil Spill Spreads in East China Sea, Stirring Environmental Fears.",16,True
Costly Aircraft Suggests Cuts Won’t Be Easy.,13,False
"Military Shifts Focus to Threats by Russia and China, Not Terrorism.",14,True
Scandal May Topple Party Official in China.,11,True
Stampede to Join China’s Development Bank Stuns Even Its Founder.,16,True
Trump Officials Offer Mixed Signals on Trade Deal With China.,12,True
Obama Returns to the D.N.C. With a Chance to Protect His Legacy From Trump.,21,False
Mattis Accuses Beijing of ‘Intimidation and Coercion’ in South China Sea.,21,True
Russia Keeps Its Distance After Ukraine Secession Referendums.,13,False
Some Trump Officials Take Harder Actions on China During Pandemic.,12,True
"John Kerry Makes Sudden Trip to Iraq, Affirming U.S. Aid in ISIS Fight.",20,False
From ‘Respect’ to ‘Sick and Twisted’: How Coronavirus Hit U.S.-China Ties.,21,True
"Disappointment in Successors to Nelson Mandela, a Revered Father of a Nation.",18,False
"In Church Attics, Clues to the Private Life of Early America.",15,False
"Hidden Under Tax-Exempt Cloak, Political Dollars Flow.",13,False
China’s Actions in Flu Cases Draw Critics.,11,True
China Alarmed by Security Threat From Internet.,10,True
"China Blocks Yangtze Dam Project, Activists Say.",12,True
"With Streaks of Gray Hair, Xi Jinping of China Breaks With Tradition.",16,True
David Cameron to Apologize for Saying Queen ‘Purred’ Over Scottish Vote Result.,19,False
Senate Democrats Present $350 Billion Strategy to Counter China.,14,True
Israeli Law Declares the Country the ‘Nation-State of the Jewish People’.,17,False
C.I.A.’s History Poses Hurdles for an Obama Nominee.,19,False
Tensions Flare Between Iraq and Saudi Arabia in U.S. Coalition.,16,False
Uighurs in China Say Bias Is Growing.,11,True
"New Spirits Rise in Old, Repurposed Churches.",12,False
Increased Activity at North Korean Nuclear Site Raises Suspicions.,13,False
China Debates Effect of Trial’s Rare Transparency.,11,True
"As U.S. Confronts Internet’s Disruptions, China Feels Vindicated.",20,True
"As China Ages, Birthrate Policy May Prove Difficult to Reverse.",14,True
Search for Way Through Fiscal Impasse Turns to the Senate.,13,False
"Pope Francis Beatifies an Earlier Reformer, Paul VI.",14,False
Bill to Restrict Web Content Is Assailed in Russia.,14,False
China Deletes Microblog of Critic of President Xi Jinping.,12,True
Syria’s Ailing Economy Poses a Threat to Assad.,14,False
