prompt,prompt_len,target
" financial and creative ends of the company. As such, it means that despite Stephanie McMahon and Triple H being positioned in recent years as Vince McMahon’s obvious successors, they are not the best choice since a great deal of the company’s current direction and problems have happened during their management tenure.  Yet, with Vince McMahon holding the controlling interest in WWE who else would he deem as acceptable to replace him and who would also be able to make the changes necessary for the company to move into the future? There really is only one candidate that would fit those criteria and that is Shane McMahon",118,0
" reason therefor. This is especially true in conspiracy charges. Dowdy v. United States, 4 Cir., 46 F.2d 417, 421; Tincher v. United States, 4 Cir., 11 F.2d 18, 21; Wood v. United States, 4 Cir., 204 F. 55, 57; Lucas v. United States, 70 App.D.C. 92, 104 F.2d 225, 226; United States v. Fradkin, 2 Cir., 81 F.2d 56, 59. The defendants, Southeastern Chain Store Council, Inc., and Thomas B. Thompson",169,1
" neatly fit them into any one genre. Over the last seven years, the band has traversed a widening landscape of psychedelic, blues, and groovy stoner rock, with that long journey manifesting itself in the eight tracks on ATW. As a quartet, All Them Witches sounded tight and cohesive in their self-produced effort, a record that sounded more mature and more epic than anything that came before.    Fast-forward to 2019, and All Them Witches have found themselves recording as a trio, their smallest iteration as a band; the current makeup consists of founding members Charles Michael Parks",120,0
"“The Star-Spangled Banner” has long been a focal point of political protest and recrimination. The National Football League shunned the San Francisco 49ers quarterback Colin Kaepernick after he took a knee during the singing of the national anthem at games. At the 1968 Olympics, Tommie Smith",66,0
", and Dr. Furui Wang for their assistance in development of the CAFE. This work was included in part in the Ph.D. dissertation of Dr. Christopher L. Jones ([@B44]).  **Funding.** This work was supported by grants from the American Heart Association (13PRE14610017) and the Eunice Kennedy Shriver National Institute of Child Health and Human Development within NIH (1R21HD055478-01).  [^1]: Edited by: Xiaogang Hu, University of North Carolina at Chapel Hill, United States  [^2]: Reviewed by: Sheng Li",134,1
" That yielded an 8-to-2 ratio of boys to girls again (counting all three Michaels), with both international articles being written exclusively by male couples, and an article by John Eligon on…don’t laugh…the shortage of women in Williston, N.D., accompanied by a picture of two men dancing alone (wonder if they were named Michael?).  The management of the Times, as detailed on the masthead, might as well be from the era when Pauline Phillips morphed into Dear Abby so that she could give up mah-jongg. Jill Abramson",120,0
". Serve at room temperature. FORTY CLOVES OF GARLIC  The time: Thanksgiving Day, 1970. The place: the Massachusetts Berkshires. Snow had been falling all morning. It had stopped by the time I came out to shovel a path to my car, but storm clouds still hung darkly over the deserted campus of the private school where I was then a teacher. The students and most of the faculty had already left for the holiday, and the only building with any lights on was the school dining hall. There, Alice Brock—just recently made famous by Arlo Guthrie",121,0
" sideways force to the force pushing down (the weight of the object). This relationship was first described by Leonardo da Vinci and further defined by Charles Coulomb and Guillaume Amontons centuries later.  Now a team led by physicist Oded Ben-David, a PhD student from the Hebrew University of Jerusalem studying the dynamics of frictional slips in carefully controlled laboratory experiments has found they could apply as much as five times more sideways force to the object than predicted by the coefficient of friction before the object would move.  The experiments set up, described by Ben-Davids supervisor Professor Jay Fineberg",120,1
" get to relax and show a bit of individuality. In 2014 Carlo Ancelotti arrived to his press conference already drenched in beer and champagne and laughed his way through his responses; so obvious was his delight that you almost felt bad the press questions were keeping him from his wine and premium pork products. In 2015 the winner was Luis Enrique – a more abrasive personality than Ancelotti – who took the opportunity to settle some scores with his critics, spelling out his vindication in a metallic voice of scarcely-suppressed anger. The next three years the winner was the coolly enigmatic Zinedine Zidane",126,0
"1989 Australian Open – Men's Singles  Second-seeded Ivan Lendl defeated Miloslav Mečíř 6–2, 6–2, 6–2 in the final, to win the Men's Singles tennis title at the 1989 Australian Open. Mats Wilander was the defending champion, but lost in the second round to unseeded Ramesh Krishnan.  This was the first Australian Open in which future world No. 1 Pete Sampras",100,0
"Have also today spoken to Anthony Duenner, finally.  I am afraid the message  for David is that we should be thinking about his exit.  I cannot see much  mileage in putting him in front of Cliff.  Do you agree that we should be  discussing exit package?   thanks  mcs ---------------------- Forwarded by Mark Schroeder/LON/ECT on 08/12/2000  17:25 ---------------------------   Rebecca McDonald",101,1
"S. Chakraborty, U. Debnath and C. Ranjit, Eur. Phys. J. C., 72, 2102 (2012).\ C. Ranjit, S. Chakraborty and U. Debnath, Eur. Phys. J. Plus, 128, 53 (2013).\ C. Ranjit, S. Chakraborty and U. Debnath, Astrophys. Space Sci, 346, 291 (2013).\ Stern, D. et al, 2010, JCAP 1002, 008.\ T.J. Zhang",142,1
" a massive universe swirling around. And that sensation of being a small speck might actually make you a kinder, more generous person.  Related Content A Lopsided Supernova, Orbital Espresso and More Cosmic Wonders  The Oxford English Dictionary defines awe as “a feeling of reverential respect mixed with fear or wonder.” According to new research by teams from University of California Berkeley and UC Irvine, experiencing awe might make people help each other out more.  ""Our investigation indicates that awe, although often fleeting and hard to describe, serves a vital social function,” said Paul Piff",114,1
", who have a point to prove this season. Whether it is lofty expectations or needing to bounce back, there is pressure to step up for a few Blaugrana stars.  In this article, we will take a look at five Barcelona players who have a point to prove this season, while also discussing just how much of an impact they will have on the team.  As always, feel free to get involved in the discussion in the comments section below, and tell us who you think has the biggest point to prove at the Camp Nou!  Marc-Andre ter Stegen  David Ramos",120,1
"According to the Centers for Disease Control and Prevention, close to one-third of the population in the United States is obese and another third is overweight. Excessive weight gain is elicited by alterations in energy balance, the finely modulated equilibrium between caloric intake and expenditure. But what are the factors that determine how much food is consumed?  Part of the mystery is unfolding in the laboratory of Maribel Rios",79,1
" the voting were held right now, Scherzer would win, because in addition to a strong ERA and the second-most strikeouts in the AL, he's got a shiny 13-1 record, which is toon shiny a bauble for many voters to ignore (even though they should). Scherzer's not going to finish 23-2 though, and I think Felix out-pitches him over the second half and stays close enough in the win department (he's only three behind) to win his second Cy Young.  Rookie of the Year  Among position players, Boston's Jose Iglesias",127,1
" Andrei D. Linde, Juan Martin Maldacena, Liam P. McAllister, Sandip P. Trivedi, JCAP 0310:013,2003,  Edmund J. Copeland, M. Sami, Shinji Tsujikawa, Int.J.Mod.Phys.D15:1753-1936, 2006,  Michael R. Douglas, Shamit Kachru, Rev.Mod.Phys.79:733-796, 2007.  Ralph Blumenhagen, Mirjam Cvetic, Paul Langacker, Gary Shiu",137,1
"m. on Sunday. Find highlights such as the Blue Ribbon Pie, a soda flavored with blueberry and lavender, and the Coal Miner's Daughter, a creamed Cheerwine concoction with a candied peanut garnish, all between $1.50 and $4. Thirty-two-ounce growler fills available for $6 to $7, with refills for $4.]  When I think about stopping somewhere to grab a soda, I’m hesitant to admit that the first thing that comes to mind is 7-11 (other than an endless loop of Liz Phair",120,0
"International Journal of Law, Crime and Justice  The International Journal of Law, Crime and Justice is a quarterly peer-reviewed academic journal covering criminology and various legal disciplines, including criminal law and the sociology of law. It was established in 1973 as the International Journal of Criminology and Penology, and in 1979, it was renamed the International Journal of the Sociology of Law. It obtained its current name in 2008. It is published by Elsevier and the editors-in-chief are John Carrier (London School of Economics), Sarah Cha",119,1
"His death is awake up call!Wow go hug your family and loved ones! — David Hasselhoff (@DavidHasselhoff) August 11, 2014  Incredibly sad news about Robin Williams. A brilliant man. RIP. — Piers Morgan (@piersmorgan) August 11, 2014  It's the mark of a true artist. I never knew him but I'm heartbroken by his passing. RIP Robin Williams. — Jesse Tyler Ferguson (@jessetyler) August 11, 2014  The first autograph I ever got: Dear money, send mom. Robin Williams — John Stamos",136,0
" on to work in television, while Linda Hayden, who was only 15 at the time of filming, later appeared in sexploitation movies, including two of the entries in the Confessions film series, Confessions of a Window Cleaner (1974) and  Confessions from a Holiday Camp (1977). The film features an uncredited appearance by Bruce Robinson, later to direct Withnail & I (1987).  Plot  Cast Linda Hayden - Luci Thompson Ann Lynn - Amy Quayle Keith Barron - Robert Quayle Diana Dors - Liz Thompson",118,1
" would seem to be the steady ratcheting up of sanctions.  That’s harder than it sounds. Putin has allies in the heart of Europe–notably Italy, which now holds the rotating presidency of the E.U.–and it has lobbied against the sort of sanctions that could do serious damage to Russia’s economy. Cutting off trade, the Italians say (and they speak for others), would only reverse the current, inflicting substantial pain on European corporations that benefit from it. “The Europeans are in a panic over the U.S. line on sanctions,” says Sergei Markov",121,1
 580 So.2d 1248 (1991) Alice Ma,22,1
" official awards were presented at the 76th edition:  In Competition Golden Lion: Joker by Todd Phillips Grand Jury Prize: An Officer and a Spy, by Roman Polanski Silver Lion: Roy Andersson for About EndlessnessVolpi Cup for Best Actress: Ariane Ascaride for Gloria MundiVolpi Cup for Best Actor: Luca Marinelli for Martin Eden Best Screenplay Award: No.7 Cherry Lane, by Yonfan Special Jury Prize: The Mafia Is No Longer What It Used to Be by Franco Maresco Marcello Mastroianni",111,0
".  It was the fifth edition of the tournament and was held from March 28 through April 3, 1977. First-seeded Chris Evert won the singles title, her fourth consecutive title at the event, and earned $25,000 first-prize money.  Finals  Singles   Chris Evert defeated  Billie Jean King 6–0, 6–1  It was Evert's 7th title of the year and the 74th of her career.  Doubles  Rosemary Casals /  Chris Evert defeated  Françoise Dürr /  Virginia Wade",130,0
"10), 2469 (1997).  S. Hannemann, E.J. Salumbides and W. Ubachs, Opt. Lett. **32**, 1381 (2007).  B. Bodermann, H. Knöckel and E. Tiemann, Eur. J. Phys. D **19**, 31 (2002).  S. Xu, R. van Dierendonck, W. Hogervorst and W. Ubachs, J. Mol. Spectr. **201**, 256 (2000).  N. de Oliveira, M.",148,1
"Thursday, July 18, 2013  Bob Parks is a conservative journalist and radio show host. He runs the website Black & Right. He appears in a Sun TV interview on the Zimmerman case as well as how it is being exploited by the racial grievance industry. It is well worth a listen.  And here is another radio show host, Larry Elder",76,0
"ivas y películas. “Qué gachos, pero les duele porque es mucho dinero el que dejarán de recibir”, dijo Rodriguez este domingo.  El Bronco afirma que desde hoy se ha convertido en el portador de un mensaje que llevará por todo el país: “un Gobierno independiente puede hacer mejor trabajo que uno político”. Como imagen de su Administración ha elegido la esquila de San José, la campana de Dolores, usada por el cura Miguel Hidalgo",91,1
" who could serve additional four-year terms. ""I own I am not a friend to a very energetic government,"" he told Madison. ""It is always oppressive."" Such a man was bound to clash with Hamilton and have misgivings about serving in the new central government. When Congress first met in the spring of 1789, Jefferson was still equivocating about the Constitution. Asked whether he was a federalist or antifederalist, Jefferson evaded the issue and expressed opposition to all party labels. ""Therefore I protest to you that I am not of the party of the federalists,"" he explained to Francis Hopkinson",128,0
--- author: - 'Vincent G. A. Böning' - 'Aaron C. Birch' - Laurent Gizon,25,1
". She’s been interested in pursuing the family’s business since last November and has become close friends with Zelina Vega while training at the Performace Center.  QD – Are there any 4th generation wrestlers in the industry today? I cannot bring any to mind at this point. I truly help this works out for her, though I worry about her being pushed because of who she is, even if she’s not good, or ready. On the other hand, I also worry about her not being pushed, even if she is ready, because of who she is. After Roman Reigns",123,0
" that nobody can take away from you. I’m really happy for him. It’s also good for our sport to have more No. 1s.”  With Dodig, Melo reached semi-finals at the Australian Open, Indian Wells and Monte-Carlo, and the duo captured its second ATP World Tour team title in Acapulco. Then came Roland Garros, where, cheered on by Kuerten, Melo would team with Dodig to capture his first Grand Slam title, beating the two-time former champions and No. 1-ranked pairing of Mike Bryan/Bob Bryan",120,0
" add one more thought on jock heroism. Many admirable people populate the sports world. How many of them are any braver than the average person? On September 11, 2001, when those planes crashed through the twin towers, two men running from their office noticed a fellow worker in a wheelchair who could not negotiate an escape. They risked their lives taking turns carrying her down more than fifty flights of stairs. I challenge anyone to name one thing an athlete has ever done on the field in any sport to compare to that selfless act. Or come even close.  All right, I'll give you one. Jackie Robinson",131,0
" corner, Maloney squeezed the ball into the feet of Scott Brown, whose back-heel allowed the winger to curl an exquisite shot home.  There was a late scare for the Scots as Grant Hanley's header hit his own bar.  They now draw level with the Irish and Germany on seven points after four games, with Poland three points clear.  A mesmerising spectacle - Strachan  Former Celtic manager Martin O'Neill had spoken of his belief that his Irish side could win on his return to Celtic Park. Instead, it was his successor at the club, Gordon Strachan",118,0
" say that that will no longer be a concern when they make their decisions, is not just a fuck you to the rest of this world, but it’s a declaration of war against the actual planet.  • This story only gets better every day.• An attempt at 100% honesty in every aspect of my life.• When in doubt, I ask myself, ""What would Silky do?"" (Scott ""Silky"" Hayes is a soul brother and an angel of a man. He helps me truly understand that It's all good.)• ""We don't have to have all the answers today."" - Kevin Hernandez",130,1
INDIANAPOLIS -- Indianapolis Colts general manager Chris Ballard,10,1
" 42.3.  84.2 _Robert S. Hillyer_ ] Hillyer (1895–1961) was one of Cullen's professors of poetry at Harvard; he later won the Pulitzer Prize in Poetry for his _Collected Verse of Robert Hillyer_ (1933).  93.17 _Cor Cordium_ ] Heart of hearts.  95.8 _John Trounstine_ ] John Jacob Trounstine (b. 1903?) was a New York literary agent who at various points represented Arna Bontemps, Erskine Caldwell",129,0
" preventable but can be caught and controlled at an early age.  Gentic disorders was one of my favorite units because I enjoyed learning about all of the different types of abnormalities in the gentic structure.  Earlier in the year something that caught my eye was the structure of DNA. It is a double helix made up of Thymine, Adenine, cytosine, guanine more broadly know as the nitrogen bases. It also contain a phosphate and a sugar group. The people who discovered the shape of DNA were James Watson, Francis Crick who used the data collected by Rosalind Franklin and Maurice Wilkins",120,1
"lShlEquAVXLoop      mov     Limb1, [Op1]     xor     Limb2, Limb2     shld    Limb2, Limb1, CL %if 1     vmovq   ShlDL0, Limb2     vpblendd ShrQL0, ShrQL0, ShlQL0, 3 %else     ; I am mixing in a single SSE4.1 instruction into otherwise pure AVX2     ; this is generating stalls on Haswell & Broadwell architecture (Agner Fog",111,1
" was conducted in the absence of any commercial or financial relationships that could be construed as a potential conflict of interest.  This study was supported by Grant-in-Aid for Young Scientists (B) (Grant 25780454), and Grant-in-Aid for JSPS Fellows (Grant 14J02502) to N.W. from the Japan Society for the Promotion of Science.  [^1]: Edited by: Sonoko Ogawa, University of Tsukuba, Japan  [^2]: Reviewed by: Shinsuke Suzuki, California Institute of Technology, USA; Carmen Sandi",128,1
**Ahmad Gharehbaghian**  Iran  **Neil Gibson**  Canada  **Benjamin Gierk**  Germany  **Gerard Gill**  Australia  **Ronald Gimbel**  USA  **Daniel Girzadas Jr.**  USA  **Peter Gliatto**  USA  **Leanne Goding**  Australia  **Jeffrey Gold**  USA  **John Goldie**  UK  **Harumi Gomi**  Japan  **Morris Gordon,94,1
 formula to past election results across Arizona. His results showed across-the-board systemic election fraud on a coordinated and massive scale. But the analysis indicated that this only happens in larger precincts because anomalies in small precincts can be more easily detected.  “Easy to Cheat”  The bigger the precinct (x axis) the higher the number of votes for Romney and corresponding decrease for Santorum and Paul when all lines should look like the Gingrich line. (Source: MA Duniho  Retired NSA analyst Michael Du,104,1
", I'm no doctor, but I could swear this youngster's inebriated."" "" No, sir."" ""He's not inebriated."" "" Not at all."" ""Well, now, if you guys say he's a diabetic, OK."" ""But if we find out he's drunk, we're gonna book you as accessories."" "" He's bombed."" "" The son of a bitch does it all the time."" ""Officer."" ""Excuse me, but I couldn't help but notice what's been happening here."" "" And who are you?"" "" Just a bystander."" ""Brian Schwartz",133,1
" in the percent of responding cells, and critically, the per cell expression levels of IFN-γ, perforin, and CD107α, as qualitative measurements of effector capacity. On a per cell basis, in recently HIV-1 infected adults, p-ERK1/2-refractory cells produced less IFN-γ in response to polyclonal or HIV-1 Gag stimulation, and exhibited lower cytotoxic capacity.  Materials and Methods {#s2} =====================  Clinical Cohort {#s2a} ---------------  We selected frozen PBMC specimens isolated from adults enrolled in the University of California, San Francisco O",126,1
" 112 (D.D.C. 2014). An award of attorney’s fees should compensate the prevailing party for all the hours reasonably expended on a successful litigation, including those spent preparing an appeal or litigating the case on remand. See Perkins v. Standard Oil Co. of Cal., 399 U.S. 222, 223 (1970); Westmoreland v. CBS, Inc., 770 F.2d 1168, 1179 (D.C. Cir. 1985).  Plaintiffs seek attorney’s fees for an additional 84.6 hours spent by their attorney Jason Friedman",151,1
": webinar to honor the 100th Anniversary of the Canadian Public Health Association (2010); launching of SHOW (Survey of the Health of Wisconsin), USA, 2008; Inauguration Address ""Ibn Ridwan"" building, AKU, Karachi in the presence of the Aga Khan, 2000; ""Bicentenario del Nacimiento de Jose Cayetano Heredia"" hosted by la Academia Nacional de Medicina, Peru, 1997; and Visiting Scientist, WHO Collaborating Center for Rural & Border Health, University of Arizona, 1993. In 1990, he hosted Anne, Princess Royal",138,0
Waiting Outside The Lines  Greyson Chance,9,0
" financial and creative ends of the company. As such, it means that despite Stephanie McMahon and Triple H being positioned in recent years as Vince McMahon’s obvious successors, they are not the best choice since a great deal of the company’s current direction and problems have happened during their management tenure.  Yet, with Vince McMahon holding the controlling interest in WWE who else would he deem as acceptable to replace him and who would also be able to make the changes necessary for the company to move into the future? There really is only one candidate that would fit those criteria and that is Shane McMahon",118,0
"garden's Screaming Life and Nirvana's Bleach as well as for the bands Green River, Screaming Trees, L7, The Gits, Hole, 7 Year Bitch, and TAD helped to define the grunge sound. An example of the lower cost production approach is Mudhoney; even after the band signed to Warner Music, ""[t]rue to [the band's] indie roots... [they are]... probably one of the few bands that would have to fight [their label] to record for a lower budget rather than a higher one.""  Steve Albini",120,0
" agrees, but tells her he does not want her anymore. The sheriff arrives with a mob, and Chamalis allows himself to be taken away. Mary returns to Carmichael's side aboard the ship as it prepares to set sail.  Cast  Production The film is based on the bestseller The Barbary Coast (1933) by Herbert Asbury. When the first draft of the script was submitted to Joseph Breen, he commented to Samuel Goldwyn that ""The whole flavor of the story is one of sordidness, and low-tone morality.""  After months of revisions by Ben Hecht",120,0
" the United States. He has written songs for a great number of fellow artists. In March 2017, he released his first book of poetry, Tear Drops & Balloons. Posner is also a member of the alternative hip-hop and R&B duo Mansionz with Matthew Musto (aka blackbear). On April 15, 2019, Posner started to walk across the continental United States, from New Jersey to California. He completed the journey on October 18, 2019 (2851 miles in 186 days), after surviving a rattlesnake bite in August 2019 in Colorado.  Early life Michael Posner",145,1
"s all for today, I'll be back tomorrow with a few pictures of my PL setup and the title page to my album.  7 comments  I'm glad you are doing project life again! I've started on mine for this year. I ordered the Cobalt Collection and I'm not that crazy about it as I thought I was going to be. But i've been adding my own embellishments as I go.  Follow me on social media  Subscribe for updates  Subscribe to our mailing list  Instagram  Copyright  Photos and artwork shown here are property of Christina Thomas",121,1
" you come back to the office?"" ""Just tell me the deal's done."" ""Basically, they don't have enough money to pay for your flight."" ""Or your room."" ""Per diem?"" ""I know you're excited about this movie."" ""It's a good little part."" ""But here's the thing."" ""I got you an audition for a guest-starring role in a pilot."" "" A pilot that's all but on the air."" "" Yeah, what's it called?"" ""CSI:"" ""Minneapolis."" ""Don Johnson... playing William Peterson, playing David Caruso... playing the Gary Sinise",132,0
