prompt,prompt_len,target
"uitarist. Although he had a Top 30 hit, ""Talking Steel,"" in 1964, Drake recorded very little on his own. Instead, he used the trademark mellow tone of his steel guitar to strengthen albums by other artists. In addition to working with country artists, including Marty Robbins, Bobby Bare, Johnny Cash, the Louvin Brothers, Dolly Parton, and Ernest Tubb, he pioneered the use of the steel guitar in rock, performing on recordings by Buddy Holly, the Everly Brothers, Carl Perkins",109,0
". The basic facts.   11 On December 5, 1970, Howard Hughes discharged Robert A. Maheu, thus ending a 14-year relationship involving Maheu, Hughes and Summa.  Thereupon Maheu filed suit in Nevada state court to retain his position, claiming, inter alia, that Hughes had been coerced into firing him or that someone other than Hughes had ordered the firing.  These goings on were widely publicized.  Late in 1971, a major publisher announced plans to publish an ""autobiography"" of Hughes purportedly based upon personal interviews with Hughes by one Clifford Irving",131,1
" activities as “Bugs Galore,” “Touch a Meteorite” and “Snake Guts: how to dissect an animal.” Graduate student Katherine Brakora will discuss how cattle, antelope, deer and giraffes are able to grow such cranial appendages as horns and antlers.  The Phoebe A. Hearst Museum of Anthropology will have on display Egyptian artifacts, including statues and amulets. And at the Zellerbach Playhouse, a series of three performances will explore the world of technology through dance.  Speaking of technology, computer science professor Pieter Abbeel",108,0
" and the ABC Nightly News running extensive (by network news standards) reports on Mormonism -- officially The Church of Jesus Christ of Latter-Day Saints -- many conservatives are concerned that Mitt Romney's religion will be used by the media to pry voters from the presumptive Republican nominee.The two reports were mostly positive, with a few exceptions. One of the odd tendencies of reports on Mormonism (as well other topics) is how outlets heavily feature those who are very atypical of church members or who are no longer members at all. Think of a Tea Party documentary headlined by David Brooks, Colin Powell, and David Frum",127,1
" battling debts, magazine editors, and a constant crush of reporters, Grant fought bravely to get the story of his life and his Civil War victories down on paper. Twain, meanwhile, staked all his hopes, both financial and literary, on the tale of a ragged boy and a runaway slave that he had been unable to finish for decades. As Perry delves into the story of the men’s deepening friendship and mutual influence, he arrives at the startling discovery of the true model for the character of Huckleberry Finn. With a cast of fascinating characters, including General William T. Sherman, William Dean Howells",122,1
"""She doesn't have the look,"" Republican nominee Donald Trump said during the general election's first presidential debate, referring to his Democratic opponent, Hillary Clinton. ""She doesn't have the stamina. I said she doesn't have the stamina, and I don't believe she does have the stamina.""  But while Clinton is the first female major-party nominee for U.S. president, women obviously have been proving themselves in politics -- often to the astonishment of men -- for a very long time.  Oregon has its fair share of examples, from suffragist Abigail Scott Duniway",124,1
" to the story. Be open to what is going on. If you do that, you can enjoy it more.  TPC: Do you prefer doing dramatic pieces or musical theater?  JM: There are aspects of both that I enjoy. If I had to pick one thing, I would do Shakespeare for the rest of my life. There is betrayal, war, love, lust, etc. what’s more human or relevant than that?  TPC: If given the opportunity to play opposite someone, dead or alive, who would it be?  JM: Orson Welles and John Barrymore",123,0
"ador (Team Saxo-Tinkoff) as the favourite to win overall.  Nibali finished fourth on the stage, five seconds down on Peter Sagan (Team Cannondale) in Al Bustan, but made an audacious late attack after chasing down Contador on the high-speed descent to the line.  Contador attacked over the top of the last climb but eventually finished six seconds down on Nibali. Those seconds could make a vital difference on the steep slopes of Jabal Al Akhdhar (Green Mountain) on Thursday's expected mountain finish.  Chris Froome",119,0
" de cause. Il doit être à la hauteur de ces dangers qui nous assaillent de toute part. Je le désire aussi à la hauteur des latences de nos deux cultures dont nous sommes capables aujourd'hui d'apprécier aussi bien les risques que les promesses.  1. Cf. Peter Sloterdijk, Tu dois changer ta vie : de l'anthropotechnique [2009], tr. fr. O. Mannoni, Maren Sell, 2011.  2. Cf. Régis Debray",110,1
" Bergerac (1988), Sharpe (1994) and Doctor Who: ""The Idiot's Lantern"" (2006). He has also had major roles in more highbrow one-off productions and serials, including several instalments of the BBC's The Complete Dramatic Works of William Shakespeare (1982–83), most notably as Richard, Duke of Gloucester, later Richard III of England in Jane Howell's repertory treatment of the Henry VI plays and Richard III. He appeared as one of the unnamed ""mysterious men"" haunting the imagination of Michael Gambon's hospitalised writer in Dennis Potter",132,1
" number of these: 7"" etched one-sided single 7"" red vinyl single 10"" red vinyl single 12"" etched one-sided single CD single A studio version of the track had been recorded in late 1989 as part of the sessions for the Brigade album, though it did not make the album track list. This studio version would not see release until July 2000, when it was included on the greatest hits package, Greatest Hits: 1985–1995.  Chart performance  World Liberty Concert ""You're the Voice"" was performed at the World Liberty Concert in 1995 by Alan Parsons",142,0
" Hans Urs von Balthasar and Karl Rahner.  A document of major importance appeared in 1994. _The Catechism of the Catholic Church_ represents a lucid summary of some of the major themes of modern Catholic thought, updated in the light of the Second Vatican Council. This work represents a convenient summary of contemporary Catholic thinking, and will be cited on occasion in the course of this book.  A number of major theological movements within modern Catholicism should be noted. Catholic modernism became of particular importance in England during the early twentieth century (pp. 87–8), as writers such as Albert Lo",126,0
" pistol. Determined, I sought out the last resort of a college student. I looked for work.  Job number one was as an usher at the State-Lake Theater in downtown Chicago. I wore a maroon suit with black stripes on the legs, a double-breasted jacket with huge shoulder pads, a white cardboard dickey with a wing collar, a black bow tie, and white gloves. I saw _The Vikings_ with Kirk Douglas thirty-four times, _Man of the West_ starring Gary Cooper more than fifty times, and _Separate Tables_ with David Niven and Burt Lancaster",120,0
"Rémi Tremblay by  T  The Académie Française, the exclusive and ancient institution tasked with safeguarding the French language, awarded Haitian novelist Dany Laferrière",33,1
" flashed “Hungry? Eat popcorn” and “Drink Coca-Cola” onscreen during showings of the movie Picnic. The flash was too brief for the conscious mind to register, but not for the subconscious. Over a six-week trial, Coke sales rose 18.1 percent. Popcorn sales rose 57.7 percent. So great was public outrage that hardly anyone noticed when, five years later, Vicary admitted to having made the whole thing up (Subliminal advertising 2003).  Conveniently published the same year Vicary held his press conference, Vance Packard",120,1
". Authorities found Mr. Limbaugh offloading what appeared to be 50 pound dufflebags full of various pain drugs. His former housekeep and servant was apprehended in the Limbaugh family truckster after a brief high speed (no pun intended) chase.  Do we think Maureen Dowd as an-Irish Catholic would understand the Brits not being thrilled with an Irish Catholic Outreach Centre being built two blocks from an IRA bombing site that killed 3,000 Brits? Or being proposed within nine years of the violence?  Possibly.  Yet somehow Maureen, Frank Rich",118,1
" the problems of terrorism and these new weapons of mass destruction."" And in the vice presidential debate, Democrat Joe Lieberman defended the Clinton administration's record of preparing the armed forces to ""meet the threats of the new generation of tomorrow, of weapons of mass destruction, of ballistic missiles, terrorism, cyber warfare."" Romney's larger point, that the U.S. did not anticipate anything on the scale of terrorist threat that existed, is supported by the light attention paid to the subject in the debates.  ___  Associated Press writers Bradley Klapper, Robert Burns, Tom Raum and Stephen Braun in Washington, Charles Hu",124,0
" – composer  Leo Ornstein – composer  Sergei Prokofiev – composer  Nadia Reisenberg - pianist  Clara Rockmore  Ilya Serov - trumpeter  Don Shirley - pianist, arranger, composer  Dmitri Shostakovich – composer  Vladimir Sofronitsky – pianist  Grigory Sokolov – pianist  Pyotr Ilyich Tchaikovsky – composer  Yuri Temirkanov – conductor  Dimitri Tiomkin – pianist, composer  Zino Vinnikov – violinist  Solomon Volkov",106,1
"Mean Old Man  Mean Old Man is the 40th studio album by rock and roll pioneer Jerry Lee Lewis. Like his previous album Last Man Standing, this album features duets with famous artists.  Track listing ""Mean Old Man"" (with Ronnie Wood) (2:46) ""Rockin' My Life Away"" (with Kid Rock & Slash) (2:16) ""Dead Flowers"" (with Mick Jagger) (3:52) ""Middle Age Crazy"" (with Tim McGraw & Jon Brion",110,0
" actually hits the water.  In theory, debris from the rocket will burn up on re-entry into the Earth’s atmosphere and never reach the surface. But what if something goes wrong?  The Government of Nunavut has said the likelihood of fuel reaching the Earth remains low. But there should be no risk at all. The Inuit Circumpolar Council (ICC) has demanded that space agencies use less toxic alternatives.  When governments evaluate risk, they must evaluate the probability of an event and its potential consequences. History shows they could do better.  When Nunavut Justice Susan Cooper",119,1
"Two Men and Two Women Amongst Them  Two Men and Two Women Amongst Them (Spanish:Dos hombres y, en medio, dos mujeres) is a 1977 Spanish drama film directed by Rafael Gil",43,1
"am Janis  Angelina Jolie,  Samuel Johnson,  K  Matthew Kepnes  Hape Kerkeling  Jack Kerouac,  Jarod Kintz  Rudyard Kipling  Gloria Kirchheimer  Michael Kors  Kathryn Kramer  Jon Krakauer  Gabriela Kruschewsky,  Charles Kuralt  L  Dalai Lama  Alfred Lansing  Fran Lebowitz,  Laurie Lee",79,1
" “technology” available to him in 2004 resulted in a trophy that “fell a little bit short.”  Gehry wasn’t rushed this time, and it shows, Monteiro says.  The new design’s removable steel core facilitates engraving names of the winning teams on that core, and the higher grade of transparency of the acrylic makes it easier to see those names, she adds. The new trophy weighs 14 kilograms and stands 67 centimetres tall.  Gehry, who didn’t respond to a request for comment, “did a good job making things right,” says Mark Bowden",127,1
" him—his city treasurer, his former law partner and several other allies—dropped like flies when widespread pay-to-play came to light. The whole ordeal left the city feeling like it needed a shower.  Like Street, Nutter was a former city councilman; but unlike Street, he was seen as far and away the least tainted member on Council. During his 14-year tenure, Nutter had helped push through anti-pay-to-play legislation, campaign finance reform and the formal establishment of an ethics board—no small tasks in a town that muckraker Lincoln Steffens",123,1
"96. The play's crude writing, however, exposed it as a forgery, and it was laughed off stage and not performed again. Ireland eventually admitted to the hoax and tried to publish the play by his own name, but had little success.  Vortigern often appears in modern Arthurian fiction. In the miniseries Merlin (1998) which uses the legend of Merlin and the dragons, Vortigern is played by Rutger Hauer. The movie The Last Legion (2007), based partly on the novel of the same name (2002) by Valerio Massimo Manfredi",128,1
�出一个很小的负数梯度值，比如0.01。所以其函数公式为![f\(x\)=1\(x&lt;0\)\(alpha x\)+1\(x&gt;=0\)\(x\)][43]其中![alpha][44]是一个小的常量。有些研究者的论文指出这个激活函数表现很不错，但是其效果并不是很稳定。Kaiming He,92,0
"'Pacific Rim' | July 12  'Pacific Rim' | July 12  Kerry Hayes / Warner Bros.  When monstrous interdimensional beasts rise from the sea, mankind deploys its last line of defense in the form of giant humanoid robots controlled by mind-linked pilots. With Charlie Hunnam, Idris Elba, Rinko Kikuchi",72,0
" our unforced errors and finding more consistency in some areas of our game.""  In both matches, the Aggies struggled early but had their performances in the third set. Against UNC Greensboro, the Aggies had a.182 hitting percentage in the third set, while they hit.180 against UNC Asheville in the third.  Freshman Brooke Stamnes totaled a team-best 24 kills in the invitational with four service aces, 21 digs and four total blocks. Senior Andrea Evans posted a team-best.226 hitting percentage with four total blocks. Freshman Ashley Johnson",123,0
" Welcome to the program.  Law  4:14 pm  Wed March 25, 2015  NPR's Robert Siegel talks to Vikram Amar, a law professor at the University of California, Davis, about the attorney general's move to halt a proposed initiative that would allow gays and lesbians to be ""put to death by bullets to the head.""  Bowe Bergdahl was charged today by the U.S. military. He's the U.S. Army sergeant who was captured in Afghanistan and held by the Taliban for nearly five years. Here's Army Colonel Daniel King",126,1
"  He also collaborated with co-lyricist Ira Gershwin and with some of the finest composers, including Grace LeBoy Kahn (his wife), Richard A. Whiting, Buddy DeSylva, Al Jolson, Raymond Egan, Ted Fio Rito, Ernie Erdman, Neil Moret, Vincent Youmans, George Gershwin, Harry Akst, Harry M. Woods, Edward Eliscu, Victor Schertzinger, Arthur Johnston, Bronisław Kaper, Jerome Kern, Walter Jurmann, Sigmund Romberg, and Harry Warren",110,0
" literature faculty at the University of California, Riverside and then at University of California, Berkeley where she taught with Philippe Lacoue-Labarthe, Jean-Luc Nancy and Judith Butler. She was a close friend of the writer Kathy Acker and identified with Acker's fiction, saying they were ""destined to each other."" In 1996, she moved to New York University, where she co-taught a course with Jacques Derrida until 2004.  In 2009, the Centre Pompidou invited Ronell to hold an interview series with such artists and thinkers as Werner Herzog, Judith Butler, Dennis Cooper",132,1
" Savage is glad simply to be nominated. He does not expect to win, though the €10,000 prize would be appreciated.  “I’m sure it will be a good night for all involved,” he says. “Some great acts are playing, so we are excited. I think the award makes a difference, as there is obviously renewed interest in the albums. It’s a nice boost. Celebrating Irish music, in that way, is wonderful.”  O Emperor had little hesitation in making their music available on streaming services such as Spotify. Artists, such as Radiohead’s Thom Yorke",125,0
" WHY they have this immortality. Okay, immortality is a strong word, but let me explain my curiosity.  About 35 public figures have died in 2009 so far. But that list includes Mike Tyson's daughter, Jeremy Lusk, Wayman Tisdale, Nick Adenhart, (not true celebrities), Socks the Cat and Gidget the Taco Bell Dog (not people), as well as Ted Kennedy, Robert McNamara, Dom DeLuise, Oscar Mayer, Walter Cronkite, Eunice Shriver, Don Hewitt, Les Paul, Ed McMahon, and Bea Arthur",119,0
" the problems of terrorism and these new weapons of mass destruction."" And in the vice presidential debate, Democrat Joe Lieberman defended the Clinton administration's record of preparing the armed forces to ""meet the threats of the new generation of tomorrow, of weapons of mass destruction, of ballistic missiles, terrorism, cyber warfare."" Romney's larger point, that the U.S. did not anticipate anything on the scale of terrorist threat that existed, is supported by the light attention paid to the subject in the debates.  ___  Associated Press writers Bradley Klapper, Robert Burns, Tom Raum and Stephen Braun in Washington, Charles Hu",124,0
" for decades. After finding an intricately decorated porcelain vase in an old shoebox, the owners took it to Sotheby's Paris to be appraised, whereupon the […]  Man who impersonated an ICE agent to impress friends and family is sentenced to 2 years in federal prison, prosecutors sayJohnston, after all, wore a uniform. His tactical vest bore “ICE” and “Federal Agent” patches, and he carried an ICE Counter Terrorist Unit […]  FORT LAUDERDALE, Fla. - The families of two victims of the Marjory Stoneman Douglas",115,1
" (Yon) Hooks, 93, of Fort Myers, FL died Thursday, September 25, 2015 at Hope Hospice at Health Park. A graveside funeral service will be held 1:00 PM, Tuesday, September 29, 2015 at Fort Myers Memorial Gardens Cemetery, 1589 Colonial Blvd., Fort Myers, FL 33907. Memorials: Hope Hospice.Louise was born May 13, 1922 in Baton Rouge, LA, the daughter of Jessie and Matilda Marie (Champagne) Yon. She married William Du",129,0
